model,ratio_coconot_converted,ratio_evol_codealpaca_heval_decontaminated,ratio_flan_v2_converted,ratio_no_robots_converted,ratio_numinamath_tir_math_decontaminated,ratio_oasst1_converted,ratio_personahub_code_v2_34999,ratio_personahub_ifdata_manual_seed_v3_29980,ratio_personahub_math_v5_regen_149960,ratio_tulu_hard_coded_repeated_10,ratio_tulu_v3.9_aya_100k,ratio_tulu_v3.9_open_math_2_gsm8k_50k,ratio_tulu_v3.9_personahub_math_interm_algebra_20k,ratio_tulu_v3.9_sciriff_10k,ratio_tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k,ratio_tulu_v3.9_table_gpt_5k,ratio_tulu_v3.9_wildchat_100k,ratio_tulu_v3.9_wildjailbreak_decontaminated_50k,ratio_tulu-3-sft-personas-math-grade,metric_minerva_math::tulu,metric_gsm8k::tulu,metric_bbh:cot-v1::tulu,metric_mmlu:cot::summarize,metric_codex_humaneval::tulu,metric_codex_humanevalplus::tulu,metric_drop::llama3,metric_ifeval::tulu,metric_popqa::tulu,metric_truthfulqa::tulu,metric_arc_challenge:rc::tulu,metric_bigcodebench_hard::tulu,metric_gpqa:0shot_cot::tulu3,metric_naturalqs::tulu,metric_piqa:mc::tulu,metric_socialiqa:mc::tulu,metric_triviaqa::tulu,train_time,metric_avg_id+ood,metric_avg_id,metric_avg_ood
Qwen2.5-0.5B,0.009,0.046,0.1292,0.0332,0.0352,0.0082,0.0628,0.0582,0.1724,0.0,0.0768,0.0702,0.0102,0.0274,0.0866,0.0044,0.0618,0.0474,0.061,0.1772374451,0.3282789992,0.3039471663,0.400398722,0.5559292045,0.4881413469,0.2539723154,0.3438077634,0.1008621294,0.4035140796,0.3933447099,0.0067567568,0.2767857143,0.0919279778,0.6311207835,0.5721596725,0.2070686695,95.348772619,0.3256031445,0.33560891717999997,0.3113091834714286
Qwen2.5-0.5B,0.0172,0.0712,0.098,0.0202,0.0568,0.023,0.0276,0.0288,0.0664,0.0006,0.095,0.13,0.0414,0.0328,0.0584,0.0176,0.1004,0.0778,0.0372,0.1790763658,0.3548142532,0.3070188911,0.4154116554,0.5453953705,0.49983066,0.254025797,0.3160813309,0.1011424967,0.4010106105,0.3899317406,0.0067567568,0.2834821429,0.0927174515,0.6327529924,0.5757420676,0.2062816553,95.348772619,0.3271454258,0.33738074311000005,0.31252354387142856
Qwen2.5-0.5B,0.006,0.0758,0.0666,0.0084,0.1222,0.0212,0.048,0.038,0.0946,0.0008,0.1362,0.0758,0.0146,0.016,0.0178,0.005,0.0932,0.0514,0.1084,0.1908209004,0.3593631539,0.2991859929,0.404588643,0.5620206268,0.4981749165,0.2529823826,0.3438077634,0.102193874,0.3996960405,0.3924914676,0.0,0.2611607143,0.0914293629,0.6398258977,0.5788126919,0.2064246042,95.348772619,0.3284105313,0.3412834294,0.3100206769428571
Qwen2.5-0.5B,0.0098,0.0834,0.1196,0.0222,0.035,0.0118,0.015,0.0256,0.0636,0.0006,0.0626,0.0396,0.0248,0.0152,0.243,0.009,0.0432,0.1378,0.038,0.1717242991,0.3222137983,0.3037935801,0.4037743496,0.5332011066,0.5185942342,0.2564303691,0.3049907579,0.0989696502,0.4040380523,0.3813993174,0.0067567568,0.2522321429,0.0928476454,0.6360174102,0.5762538383,0.2043506507,95.348772619,0.3216228211,0.33177301974000006,0.30712253738571427
Qwen2.5-0.5B,0.0052,0.1538,0.0788,0.0076,0.0426,0.0274,0.0338,0.0292,0.1686,0.0,0.043,0.0592,0.0184,0.0274,0.0488,0.011,0.1008,0.087,0.0572,0.182721188,0.346474602,0.3037935801,0.4143604036,0.5494963298,0.5131595779,0.2545878775,0.3068391867,0.1014929558,0.4040803772,0.3822525597,0.0,0.2767857143,0.0930304709,0.6414581066,0.5742067554,0.2041315518,95.348772619,0.3264041904,0.33770060786,0.3102664512428572
Qwen2.5-0.5B,0.0192,0.0454,0.0824,0.0428,0.0906,0.0068,0.0386,0.0418,0.0486,0.0004,0.0668,0.1492,0.0386,0.0356,0.0204,0.0018,0.1486,0.089,0.033,0.1882901778,0.3631539045,0.3053294425,0.4065524031,0.5380810102,0.4937480825,0.2497063758,0.3271719039,0.1027546085,0.4083840322,0.3865187713,0.0067567568,0.2700892857,0.0906897507,0.6441784548,0.5813715455,0.2049750388,95.348772619,0.3275147967,0.3383171941,0.3120828005142858
Qwen2.5-0.5B,0.0374,0.0874,0.1018,0.0078,0.168,0.0064,0.0346,0.0148,0.0812,0.0004,0.1162,0.064,0.008,0.0234,0.0456,0.0022,0.0878,0.0328,0.0798,0.1950586486,0.3373768006,0.3062509599,0.4123151122,0.5526554403,0.5666436326,0.2533808725,0.280961183,0.100231303,0.3962931944,0.388225256,0.0,0.28125,0.0931939058,0.6436343852,0.5742067554,0.2015753678,95.348772619,0.3284266363,0.34011671471000005,0.31172652431428566
Qwen2.5-0.5B,0.0108,0.2218,0.0616,0.0038,0.0656,0.0348,0.0186,0.0722,0.1658,0.001,0.0816,0.0264,0.0296,0.026,0.0678,0.0078,0.053,0.0266,0.025,0.1840165574,0.3457164519,0.3031792351,0.3916048609,0.5716288167,0.5311400164,0.2516809983,0.3530499076,0.1016331394,0.4034764782,0.3916382253,0.0,0.2901785714,0.0912437673,0.6300326442,0.571136131,0.207710371,95.348772619,0.3305333042,0.34371264619,0.31170567288571427
Qwen2.5-0.5B,0.0066,0.1122,0.0878,0.0094,0.0426,0.0208,0.0316,0.111,0.0504,0.0002,0.2536,0.028,0.0608,0.0048,0.0276,0.0042,0.06,0.062,0.0264,0.1775268995,0.3244882487,0.2999539241,0.4169195059,0.5874376039,0.5384846738,0.2562573406,0.3955637708,0.1017032312,0.4017785826,0.3873720137,0.0,0.265625,0.0914792244,0.6381936888,0.5685772774,0.2061252624,95.348772619,0.3327933087,0.35001137810999994,0.30819606667142857
Qwen2.5-0.5B,0.036,0.1484,0.1126,0.0422,0.0264,0.0068,0.0354,0.086,0.064,0.0012,0.0668,0.044,0.0322,0.028,0.0718,0.0018,0.0852,0.0788,0.0324,0.1716584712,0.3282789992,0.3071724773,0.4281932632,0.5703831725,0.5130006339,0.2549779782,0.3585951941,0.1008621294,0.4086062966,0.3907849829,0.0,0.28125,0.0884792244,0.6436343852,0.5706243603,0.2020833366,95.348772619,0.3305049944,0.34417286155999993,0.3109794699142857
Qwen2.5-0.5B,0.0378,0.0436,0.0494,0.0248,0.1018,0.013,0.0376,0.0198,0.126,0.0,0.0768,0.0418,0.0866,0.0048,0.0742,0.0172,0.0618,0.0992,0.0832,0.179849761,0.3411675512,0.3021041315,0.397033928,0.5488047782,0.5218286254,0.2577034396,0.2865064695,0.101002313,0.4048976162,0.383105802,0.0067567568,0.2589285714,0.091867036,0.6245919478,0.5757420676,0.2057882079,95.348772619,0.3228046472,0.33408986135999996,0.30668291278571436
Qwen2.5-0.5B,0.041,0.1908,0.0562,0.0326,0.0652,0.0024,0.051,0.0514,0.1378,0.0008,0.0604,0.0298,0.033,0.0074,0.0646,0.0082,0.069,0.055,0.0436,0.1825222699,0.3396512509,0.3028720627,0.3970665878,0.5871884949,0.5152205361,0.2545784396,0.3401109057,0.1036658022,0.4024813431,0.3907849829,0.0042997543,0.2433035714,0.0892493075,0.6322089227,0.5716479017,0.1925439007,95.348772619,0.3465685175,0.34253576928999996,0.3034340487428571
Qwen2.5-0.5B,0.0086,0.0346,0.1942,0.0092,0.0418,0.01,0.0162,0.0118,0.1184,0.0,0.178,0.0204,0.0134,0.0122,0.0252,0.008,0.1164,0.1588,0.0232,0.1826494452,0.3146322972,0.3027184764,0.403824284,0.5750679274,0.5119194782,0.2562783138,0.2865064695,0.0996004766,0.4011918174,0.3839590444,0.0067567568,0.28125,0.095132964,0.6414581066,0.5716479017,0.2078782879,95.348772619,0.3248512969,0.33343889857000003,0.31258329448571426
Qwen2.5-0.5B,0.021,0.0796,0.0386,0.041,0.156,0.004,0.0478,0.0926,0.0698,0.0004,0.0784,0.0722,0.0246,0.0154,0.0214,0.0094,0.0792,0.094,0.0548,0.1896831039,0.3707354056,0.3010290278,0.4019296773,0.5373898547,0.539372199,0.2548940856,0.3585951941,0.1014929558,0.4058884435,0.3916382253,0.0067567568,0.2767857143,0.0891274238,0.6354733406,0.5803480041,0.1993785947,95.348772619,0.3317951769,0.34610099473,0.3113582942285714
Qwen2.5-0.5B,0.0268,0.106,0.0834,0.007,0.0984,0.0066,0.0658,0.052,0.1258,0.0004,0.1686,0.0222,0.0088,0.0116,0.1004,0.0078,0.0468,0.0286,0.033,0.1891760743,0.3093252464,0.3047150975,0.3882089959,0.5628134655,0.5199393175,0.252889052,0.3604436229,0.100231303,0.4017719139,0.3899317406,0.0,0.2723214286,0.0913379501,0.640914037,0.576765609,0.2044433361,95.348772619,0.3273663641,0.33895140889,0.3108163002
Qwen2.5-0.5B,0.0296,0.0786,0.0596,0.0466,0.0662,0.019,0.0602,0.016,0.1664,0.0,0.077,0.0226,0.0224,0.0274,0.021,0.0218,0.0566,0.115,0.0944,0.1811568034,0.3472327521,0.3076332361,0.3903351764,0.5497993992,0.5198260501,0.2531134648,0.2772643253,0.0988995584,0.4042723414,0.385665529,0.0067567568,0.2589285714,0.0877146814,0.6207834603,0.5721596725,0.2039370345,95.348772619,0.3214987537,0.33295331072000006,0.30513510084285717
Qwen2.5-0.5B,0.0058,0.0834,0.1118,0.0138,0.0314,0.0066,0.0202,0.0552,0.116,0.0,0.05,0.0296,0.015,0.0076,0.0432,0.004,0.0778,0.0954,0.2336,0.1711756762,0.3373768006,0.3071724773,0.4128397216,0.5363885671,0.532358895,0.2558441695,0.3438077634,0.1009322212,0.4016551072,0.3839590444,0.0,0.2566964286,0.0920360111,0.6490750816,0.5747185261,0.2074055348,95.348772619,0.3272612956,0.3399551399099999,0.30912723237142853
Qwen2.5-0.5B,0.0062,0.1266,0.031,0.0304,0.0208,0.0086,0.0626,0.017,0.1082,0.0004,0.2272,0.0786,0.0786,0.0054,0.0216,0.0116,0.0584,0.0508,0.056,0.1892529838,0.3896891585,0.3010290278,0.4206493093,0.5663312892,0.5404940148,0.2556407299,0.2772643253,0.1026144249,0.4034607589,0.3890784983,0.0,0.2723214286,0.0798033241,0.6300326442,0.5762538383,0.1859909288,95.348772619,0.328229805,0.34464260224000004,0.3047829517571429
Qwen2.5-0.5B,0.0046,0.068,0.1152,0.0406,0.1092,0.0194,0.0638,0.0508,0.0962,0.0,0.1008,0.043,0.018,0.0032,0.0298,0.0112,0.0958,0.096,0.0346,0.1852731411,0.3275208491,0.3048686838,0.4042586603,0.5566067956,0.5306852637,0.2551426174,0.3290203327,0.1012125885,0.4028590789,0.3813993174,0.0067567568,0.265625,0.0931385042,0.6436343852,0.5701125896,0.2066306164,95.348772619,0.3273379518,0.33974480111000005,0.30961388137142853
Qwen2.5-0.5B,0.031,0.1534,0.0744,0.0386,0.081,0.016,0.0638,0.0328,0.0924,0.0006,0.0744,0.04,0.022,0.0038,0.0218,0.0042,0.106,0.0792,0.0646,0.1843461691,0.3479909022,0.3024113039,0.4022780877,0.6014588325,0.5627282839,0.2507057466,0.325323475,0.1021237822,0.4018331979,0.3813993174,0.0,0.2678571429,0.0911883657,0.633297062,0.571136131,0.1980194773,95.348772619,0.3308292516,0.34811997809999995,0.3061282137571429
Qwen2.5-0.5B,0.0324,0.0734,0.0678,0.005,0.0976,0.0192,0.0296,0.0166,0.1668,0.0,0.0704,0.031,0.0088,0.0246,0.0358,0.0106,0.0958,0.0736,0.1408,0.1796614861,0.3351023503,0.3047150975,0.3908885007,0.5410113748,0.5020596711,0.2531900168,0.2828096118,0.1007219457,0.4009287127,0.3848122867,0.0067567568,0.2589285714,0.0920720222,0.640914037,0.5747185261,0.1948776081,95.348772619,0.3202452103,0.32910887675,0.30758282975714285
Qwen2.5-0.5B,0.017,0.094,0.0586,0.0138,0.0768,0.0172,0.0772,0.0764,0.1128,0.0,0.0984,0.0432,0.0504,0.0266,0.0246,0.0066,0.0604,0.0734,0.0724,0.1758896769,0.3404094011,0.3037935801,0.3913012684,0.558182671,0.5307411713,0.2506805789,0.3659889094,0.1005817621,0.4077008912,0.3959044369,0.0067567568,0.2544642857,0.0937368421,0.6300326442,0.5726714432,0.2053873747,95.348772619,0.3284837467,0.34252699104,0.3084219690857143
Qwen2.5-0.5B,0.0162,0.0674,0.041,0.0312,0.0804,0.0138,0.038,0.1126,0.0886,0.0004,0.0572,0.0824,0.0212,0.0114,0.078,0.0102,0.0948,0.057,0.0978,0.1870465647,0.3745261562,0.3070188911,0.3975536092,0.5388484694,0.5033169985,0.2515478188,0.3548983364,0.1039461695,0.4078703434,0.3907849829,0.0067567568,0.25,0.0843379501,0.6371055495,0.5772773797,0.1817421451,95.348772619,0.3267398895,0.3426573357199999,0.3040006805857143
Qwen2.5-0.5B,0.0068,0.1316,0.0756,0.0118,0.0534,0.013,0.0152,0.0488,0.0998,0.0006,0.1194,0.025,0.0296,0.023,0.1008,0.0222,0.046,0.0724,0.1048,0.1765376114,0.3426838514,0.3042543388,0.3792234754,0.5668810254,0.567195679,0.2522231544,0.325323475,0.100231303,0.4000589659,0.385665529,0.0067567568,0.2611607143,0.0883407202,0.6403699674,0.5685772774,0.2029776966,95.348772619,0.3275565613,0.34146128796999997,0.3076926659571428
Qwen2.5-0.5B,0.0298,0.0828,0.1098,0.012,0.1258,0.0172,0.091,0.0704,0.116,0.0,0.0598,0.0766,0.008,0.0066,0.0522,0.019,0.0324,0.0418,0.049,0.1906687085,0.3237300986,0.2999539241,0.3729202276,0.5684566038,0.4988835308,0.2556700923,0.3641404806,0.0992500175,0.4009896792,0.388225256,0.0067567568,0.2433035714,0.0907811634,0.6267682263,0.5752302968,0.2118225511,95.348772619,0.3245618344,0.3374663363,0.3061268316857143
Qwen2.5-0.5B,0.0064,0.1578,0.0426,0.0266,0.0354,0.0178,0.0712,0.04,0.0938,0.0,0.0482,0.0596,0.0586,0.0158,0.029,0.0176,0.0734,0.0932,0.1128,0.179633234,0.3745261562,0.3053294425,0.4086581127,0.5576270931,0.5235537088,0.251213297,0.3308687616,0.100231303,0.4024037973,0.385665529,0.0,0.2611607143,0.0903213296,0.6376496192,0.5793244626,0.2036431069,95.348772619,0.3289299805,0.34340449062000006,0.30825210880000004
Qwen2.5-0.5B,0.0206,0.0588,0.119,0.003,0.035,0.0042,0.0504,0.0752,0.133,0.0,0.1242,0.124,0.0146,0.0056,0.0876,0.0052,0.0374,0.037,0.0652,0.1935978203,0.3328278999,0.3059437874,0.3932869071,0.5508178156,0.5154928465,0.2561199664,0.3641404806,0.1004415785,0.396554955,0.3907849829,0.0067567568,0.2544642857,0.0908476454,0.6289445049,0.5706243603,0.2097929778,95.348772619,0.3271435042,0.34092240573,0.3074593591142857
Qwen2.5-0.5B,0.0066,0.0688,0.0506,0.0148,0.126,0.0024,0.112,0.059,0.185,0.0006,0.0978,0.0544,0.0394,0.0096,0.0402,0.0232,0.0426,0.032,0.035,0.1842656017,0.3388931008,0.301182614,0.3950173827,0.5499881782,0.508255945,0.2556732383,0.3456561922,0.1024041494,0.3968875337,0.3924914676,0.0067567568,0.2477678571,0.0936814404,0.6289445049,0.5731832139,0.2070734748,95.348772619,0.3251836854,0.3378223936,0.30712838792857144
Qwen2.5-0.5B,0.0126,0.084,0.0602,0.0102,0.1016,0.028,0.0436,0.0454,0.1236,0.0002,0.161,0.0574,0.02,0.0156,0.0652,0.0038,0.0596,0.0226,0.0856,0.1869084232,0.3563305534,0.3027184764,0.4022041708,0.5387326937,0.5159467081,0.2593435403,0.3308687616,0.1003013948,0.404762877,0.3890784983,0.0067567568,0.2566964286,0.090498615,0.6371055495,0.5721596725,0.2036972469,95.348772619,0.3267123745,0.33981175993,0.3079989668
Qwen2.5-0.5B,0.0458,0.053,0.0458,0.008,0.0954,0.01,0.092,0.0272,0.1542,0.0,0.0844,0.1154,0.0154,0.0092,0.036,0.0084,0.1262,0.0492,0.024,0.196202952,0.3805913571,0.3025648902,0.4009027652,0.5670603654,0.4986801973,0.2534857383,0.2975970425,0.102964884,0.3985525869,0.383105802,0.0067567568,0.2544642857,0.086465374,0.6441784548,0.5721596725,0.1869557095,95.348772619,0.3254522844,0.33986027789000006,0.30486943647142856
Qwen2.5-0.5B,0.0082,0.1198,0.0648,0.0274,0.0814,0.0134,0.0314,0.0398,0.1306,0.0,0.123,0.0508,0.0076,0.0092,0.113,0.0204,0.0646,0.0348,0.0598,0.1899452437,0.3275208491,0.3034864076,0.4075003983,0.5492722372,0.531702426,0.2543215185,0.325323475,0.1014929558,0.4027671248,0.3779863481,0.0,0.2522321429,0.0889501385,0.6371055495,0.5752302968,0.2055052088,95.348772619,0.3253142542,0.33933326359999993,0.30528709779999996
Qwen2.5-0.5B,0.0332,0.1514,0.0616,0.0066,0.0742,0.0094,0.0596,0.0194,0.072,0.0006,0.0666,0.086,0.0848,0.04,0.029,0.0106,0.1056,0.0256,0.0642,0.1872578938,0.366944655,0.3004146828,0.4068996312,0.5733684876,0.5328724596,0.248471057,0.2828096118,0.1000911194,0.3990963436,0.3788395904,0.0,0.2723214286,0.088800554,0.6430903156,0.5747185261,0.2017130351,95.348772619,0.3269240819,0.33982259418000005,0.30849763568571426
Qwen2.5-0.5B,0.0354,0.0752,0.0534,0.0148,0.0556,0.0166,0.062,0.0524,0.2706,0.0012,0.0616,0.0398,0.0128,0.0046,0.0288,0.0044,0.0496,0.1238,0.0372,0.181443939,0.3388931008,0.3065581324,0.4009446713,0.5676982536,0.5076825453,0.2519746225,0.314232902,0.1003714866,0.399512108,0.3848122867,0.0067567568,0.2566964286,0.091033241,0.6441784548,0.571136131,0.2033020639,95.348772619,0.3251310073,0.33693117615000007,0.3082736232571429
Qwen2.5-0.5B,0.0284,0.0674,0.0674,0.0162,0.0712,0.0324,0.0528,0.0274,0.0722,0.0,0.075,0.0892,0.0096,0.0082,0.061,0.0018,0.1224,0.0648,0.1324,0.1808406973,0.3692191054,0.3024113039,0.4156795329,0.5542358042,0.5198681953,0.2543917785,0.2865064695,0.1005817621,0.4118006524,0.3796928328,0.0067567568,0.2790178571,0.0880193906,0.633297062,0.576765609,0.1934092824,95.348772619,0.3266172996,0.33955353015,0.3081369701
Qwen2.5-0.5B,0.0052,0.0854,0.0738,0.0288,0.0666,0.0042,0.046,0.0292,0.1182,0.0006,0.11,0.0608,0.0754,0.004,0.0942,0.0038,0.082,0.0852,0.0266,0.1835013489,0.3426838514,0.3014897865,0.4279789595,0.5631036307,0.5242906729,0.2560297819,0.3345656192,0.1019135067,0.4050813285,0.3839590444,0.0067567568,0.2477678571,0.0862437673,0.633297062,0.5752302968,0.2054386636,95.348772619,0.3281959961,0.34406384862,0.3055276354285715
Qwen2.5-0.5B,0.0226,0.1266,0.036,0.0184,0.1062,0.009,0.0704,0.014,0.077,0.0002,0.0426,0.1072,0.0166,0.0138,0.0662,0.0206,0.1108,0.0312,0.1104,0.1968539618,0.3813495072,0.3060973737,0.398784284,0.5401223644,0.5125965083,0.2539167366,0.2680221811,0.1027546085,0.4044162718,0.3805460751,0.0,0.2566964286,0.0866232687,0.6414581066,0.5772773797,0.1839300181,95.348772619,0.3230261808,0.3364913797400001,0.30379018239999994
Qwen2.5-0.5B,0.0302,0.0818,0.094,0.0138,0.052,0.0272,0.0268,0.0194,0.1614,0.0006,0.086,0.0732,0.0248,0.0278,0.0438,0.006,0.0514,0.08,0.0994,0.1744231701,0.3214556482,0.2974965443,0.3996688672,0.573332613,0.515587533,0.2520228607,0.2939001848,0.0996004766,0.4009990007,0.388225256,0.0067567568,0.2790178571,0.0919085873,0.6322089227,0.5726714432,0.2085792036,95.348772619,0.3239914662,0.33284868986,0.3113382895285714
Qwen2.5-0.5B,0.004,0.085,0.0568,0.006,0.0268,0.0086,0.052,0.053,0.1746,0.0008,0.1336,0.095,0.0116,0.0258,0.0466,0.0078,0.1366,0.0586,0.0168,0.1906748416,0.3768006065,0.3013362003,0.4025195475,0.5709012586,0.530618399,0.2578764681,0.3659889094,0.1035957104,0.398371361,0.3822525597,0.0,0.2924107143,0.0867423823,0.6479869423,0.5762538383,0.194546465,95.348772619,0.3340515414,0.34986833024,0.3114561288428571
Qwen2.5-0.5B,0.025,0.1218,0.0736,0.0228,0.1272,0.019,0.031,0.1176,0.0764,0.0,0.041,0.0232,0.008,0.018,0.0642,0.0136,0.0324,0.0378,0.1476,0.1809791465,0.3320697498,0.30502227,0.380569745,0.5752809968,0.5265352285,0.2508431208,0.3881700555,0.0963061611,0.4022784135,0.388225256,0.0,0.2723214286,0.0912132964,0.6186071817,0.5762538383,0.2045232003,95.348772619,0.328776417,0.34380548875,0.3073063144714286
Qwen2.5-0.5B,0.0288,0.1322,0.1132,0.0098,0.1196,0.006,0.0138,0.0742,0.071,0.001,0.0482,0.0612,0.0764,0.013,0.037,0.0128,0.0982,0.055,0.0286,0.1952850365,0.33358605,0.3087083397,0.3841956847,0.5638173934,0.543908439,0.2554477768,0.3715341959,0.1031050676,0.3998351264,0.388225256,0.0,0.2723214286,0.0922271468,0.6398258977,0.5736949846,0.2024720954,95.348772619,0.3310699953,0.345942311,0.3098238298714286
Qwen2.5-0.5B,0.0052,0.149,0.0876,0.0336,0.0462,0.0154,0.0646,0.016,0.1092,0.0008,0.0884,0.0384,0.0104,0.0436,0.1062,0.0056,0.0716,0.0394,0.0686,0.1815163213,0.3305534496,0.3045615113,0.4208282295,0.560600164,0.5428284055,0.2520039849,0.2939001848,0.0979182729,0.4027622977,0.3873720137,0.0,0.2745535714,0.0902825485,0.6311207835,0.571136131,0.2078360112,95.348772619,0.3264572871,0.33874728215,0.30890015132857146
Qwen2.5-0.5B,0.0084,0.0984,0.03,0.003,0.0628,0.0136,0.0458,0.0622,0.133,0.0004,0.216,0.0238,0.0908,0.0062,0.021,0.0022,0.0494,0.0812,0.0518,0.1843224014,0.3593631539,0.297957303,0.3938435686,0.5795763126,0.5203687896,0.2569232383,0.3530499076,0.101002313,0.4012961458,0.3907849829,0.0067567568,0.2678571429,0.0831551247,0.6430903156,0.5716479017,0.1879073873,95.348772619,0.3293472203,0.34477031338,0.30731423027142857
Qwen2.5-0.5B,0.0044,0.0464,0.1046,0.0154,0.0556,0.008,0.0518,0.1026,0.1252,0.0002,0.1314,0.1636,0.0132,0.0332,0.022,0.0072,0.0482,0.025,0.0418,0.196670012,0.3472327521,0.2996467517,0.3850102795,0.5530042524,0.5419335535,0.2524056208,0.3900184843,0.1009322212,0.3991701315,0.388225256,0.0067567568,0.2790178571,0.0937562327,0.6327529924,0.5752302968,0.2114011425,95.348772619,0.3325390937,0.34660240589999997,0.31244864775714287
Qwen2.5-0.5B,0.0342,0.059,0.0934,0.0232,0.0348,0.0024,0.035,0.0474,0.1472,0.0004,0.0326,0.0538,0.0694,0.0126,0.0188,0.0044,0.1484,0.1146,0.0688,0.1774165346,0.3275208491,0.30502227,0.3991673839,0.5676851843,0.5129790828,0.252576552,0.3308687616,0.1012125885,0.4036157082,0.3805460751,0.0067567568,0.265625,0.0914598338,0.6360174102,0.5731832139,0.2010191566,95.348772619,0.3254513154,0.33780649150000003,0.30780106377142863
Qwen2.5-0.5B,0.0104,0.0844,0.0598,0.0298,0.0232,0.006,0.0112,0.0398,0.1728,0.0,0.0438,0.031,0.079,0.0048,0.0426,0.0154,0.2206,0.0748,0.0506,0.1673960555,0.3442001516,0.3022577177,0.3996247297,0.5667684511,0.5327995553,0.2555903943,0.3234750462,0.1033153431,0.4101747178,0.3754266212,0.0067567568,0.2946428571,0.0857977839,0.6371055495,0.5721596725,0.1902870977,95.348772619,0.3275163824,0.34056021623,0.30888233410000004
Qwen2.5-0.5B,0.015,0.1074,0.131,0.0048,0.0582,0.0216,0.0566,0.053,0.0986,0.0006,0.0422,0.0716,0.048,0.0088,0.1132,0.0156,0.051,0.0584,0.0444,0.1841687971,0.3328278999,0.3048686838,0.3874886904,0.5473731603,0.5343217013,0.2555044044,0.3364140481,0.0983388239,0.3988078675,0.3865187713,0.0135135135,0.25,0.0897506925,0.6354733406,0.5731832139,0.2096445434,95.348772619,0.3257763619,0.33801140766999993,0.30829772502857145
Qwen2.5-0.5B,0.0078,0.0446,0.1136,0.0242,0.032,0.0206,0.0774,0.0306,0.1992,0.0006,0.117,0.0372,0.0696,0.0064,0.0378,0.0016,0.0514,0.0168,0.1112,0.1725295316,0.313115997,0.3031792351,0.4269708814,0.5466308167,0.5153058827,0.254886745,0.3216266174,0.0992500175,0.3966660043,0.385665529,0.0067567568,0.2633928571,0.0893434903,0.6322089227,0.5762538383,0.2040857911,95.348772619,0.3239922891,0.33501617286999996,0.3082438836142857
Qwen2.5-0.5B,0.009,0.0636,0.05,0.014,0.1326,0.025,0.08,0.0394,0.0602,0.0004,0.047,0.1012,0.0634,0.0164,0.1312,0.013,0.0904,0.0226,0.0404,0.1976047398,0.3760424564,0.3048686838,0.403995338,0.5284151635,0.5069907958,0.2546675755,0.3086876155,0.1023340576,0.4078629279,0.3822525597,0.0067567568,0.265625,0.0868559557,0.6479869423,0.5742067554,0.1973420966,95.348772619,0.3266173777,0.33914693538,0.3087180095
Qwen2.5-0.5B,0.0042,0.0538,0.2056,0.0228,0.0666,0.0024,0.0572,0.0878,0.1164,0.0006,0.0528,0.092,0.0094,0.0332,0.0294,0.0018,0.073,0.0538,0.0378,0.1919827836,0.3351023503,0.2991859929,0.394374677,0.5684651847,0.5145757833,0.2526342282,0.3641404806,0.1045769959,0.3985532952,0.388225256,0.0,0.265625,0.0927562327,0.6354733406,0.5701125896,0.2064180319,95.348772619,0.3283648366,0.34235917717,0.30837292154285717
Qwen2.5-0.5B,0.0236,0.1838,0.0782,0.0038,0.0688,0.026,0.0142,0.0592,0.0604,0.0004,0.1,0.0548,0.021,0.012,0.0402,0.0112,0.0414,0.1136,0.0874,0.1756885229,0.3495072024,0.3045615113,0.3760772665,0.5733438341,0.5380475778,0.2524035235,0.3401109057,0.0969369875,0.4013383956,0.3890784983,0.0,0.2566964286,0.0949113573,0.6322089227,0.5639713408,0.2088639109,95.348772619,0.3266909521,0.34080157272999995,0.3065329226571429
Qwen2.5-0.5B,0.0064,0.061,0.0748,0.037,0.087,0.0106,0.0314,0.0408,0.1352,0.0004,0.0396,0.0248,0.0472,0.0182,0.0808,0.008,0.2178,0.0316,0.0478,0.1783847295,0.3343442002,0.3051758562,0.3946280448,0.5546252764,0.5055340623,0.2546927433,0.3456561922,0.1023340576,0.4102382578,0.3788395904,0.0067567568,0.265625,0.0896260388,0.6305767138,0.5772773797,0.1922305235,95.348772619,0.3250909073,0.33856134203,0.305847429
Qwen2.5-0.5B,0.019,0.0786,0.0978,0.0392,0.0512,0.0102,0.0488,0.0988,0.07,0.0,0.0472,0.0902,0.0948,0.0226,0.0386,0.002,0.0816,0.0268,0.083,0.1864066671,0.3472327521,0.2991859929,0.4035484825,0.5475764608,0.5238790225,0.2529677013,0.3826247689,0.1016331394,0.4038065218,0.3984641638,0.0067567568,0.2678571429,0.0923739612,0.6322089227,0.5736949846,0.2068790195,95.348772619,0.3310056742,0.34488615093,0.31117642164285714
Qwen2.5-0.5B,0.0148,0.1488,0.1018,0.0036,0.1068,0.0056,0.0192,0.062,0.0592,0.0002,0.079,0.0556,0.0368,0.0314,0.1042,0.0052,0.088,0.0362,0.0412,0.194334171,0.3426838514,0.3094762709,0.3864308639,0.6000665545,0.5308782671,0.2536262584,0.3585951941,0.1026845167,0.3966242494,0.3865187713,0.0067567568,0.2544642857,0.0913601108,0.6360174102,0.5757420676,0.2083280295,95.348772619,0.3314463311,0.34754001974,0.3084553474142857
