model,ratio_coconot_converted,ratio_evol_codealpaca_heval_decontaminated,ratio_flan_v2_converted,ratio_no_robots_converted,ratio_numinamath_tir_math_decontaminated,ratio_oasst1_converted,ratio_personahub_code_v2_34999,ratio_personahub_ifdata_manual_seed_v3_29980,ratio_personahub_math_v5_regen_149960,ratio_tulu_hard_coded_repeated_10,ratio_tulu_v3.9_aya_100k,ratio_tulu_v3.9_open_math_2_gsm8k_50k,ratio_tulu_v3.9_personahub_math_interm_algebra_20k,ratio_tulu_v3.9_sciriff_10k,ratio_tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k,ratio_tulu_v3.9_table_gpt_5k,ratio_tulu_v3.9_wildchat_100k,ratio_tulu_v3.9_wildjailbreak_decontaminated_50k,ratio_tulu-3-sft-personas-math-grade,metric_minerva_math::tulu,metric_gsm8k::tulu,metric_bbh:cot-v1::tulu,metric_mmlu:cot::summarize,metric_codex_humaneval::tulu,metric_codex_humanevalplus::tulu,metric_drop::llama3,metric_ifeval::tulu,metric_popqa::tulu,metric_truthfulqa::tulu,metric_arc_challenge:rc::tulu,metric_bigcodebench_hard::tulu,metric_gpqa:0shot_cot::tulu3,metric_naturalqs::tulu,metric_piqa:mc::tulu,metric_socialiqa:mc::tulu,metric_triviaqa::tulu,train_time,metric_avg_id+ood,metric_avg_id,metric_avg_ood
Qwen2.5-0.5B,0.0292,0.0936,0.1236,0.0398,0.078,0.023,0.0224,0.0244,0.0946,0.0,0.0718,0.034,0.063,0.019,0.0714,0.0036,0.0596,0.1008,0.048,0.1762712323,0.3244882487,0.2996467517,0.4112560744,0.5697630401,0.5117117554,0.2534511326,0.2865064695,0.0986191911,0.4046470205,0.3899317406,0.0067567568,0.25,0.0910415512,0.6294885745,0.5731832139,0.2078171833,95.348772619,0.3226223492,0.33363609163,0.3068884314714286
Qwen2.5-0.5B,0.0122,0.1118,0.042,0.0068,0.0492,0.0158,0.0416,0.058,0.0666,0.0006,0.1434,0.0518,0.0608,0.019,0.0334,0.0064,0.1306,0.0496,0.1004,0.1858802916,0.3472327521,0.3073260636,0.3873406006,0.5468614109,0.5002273929,0.2509731544,0.3622920518,0.1026845167,0.3998940317,0.3890784983,0.0,0.2946428571,0.0842049861,0.6381936888,0.5752302968,0.1849252917,95.348772619,0.3268816403,0.33907122663,0.30946794554285717
Qwen2.5-0.5B,0.0102,0.0948,0.0992,0.013,0.0602,0.0034,0.0292,0.0842,0.1114,0.0,0.0372,0.0722,0.0538,0.0228,0.0476,0.0164,0.1492,0.0222,0.0734,0.1834102521,0.319939348,0.301182614,0.3936966669,0.5675322469,0.5303548345,0.2569274329,0.3900184843,0.1031751595,0.3981067023,0.3865187713,0.0,0.2544642857,0.0886897507,0.6349292709,0.5798362334,0.1984340509,95.348772619,0.3286597708,0.34443437414,0.3061246232714286
Qwen2.5-0.5B,0.0212,0.0766,0.0492,0.0036,0.088,0.0088,0.0482,0.0544,0.1256,0.0002,0.1382,0.086,0.0066,0.0054,0.0524,0.017,0.1188,0.0316,0.0684,0.1929011277,0.3722517058,0.297957303,0.3955687245,0.5498222705,0.5162704706,0.2512279782,0.3567467652,0.1028947922,0.3955804864,0.3950511945,0.0067567568,0.2544642857,0.0869168975,0.6349292709,0.5762538383,0.1938097405,95.348772619,0.3282002123,0.34312216240999993,0.3068831406
Qwen2.5-0.5B,0.009,0.1524,0.083,0.0056,0.085,0.0122,0.0496,0.018,0.102,0.0008,0.0356,0.0902,0.032,0.0046,0.0322,0.019,0.0968,0.1404,0.0318,0.1897545087,0.3593631539,0.3034864076,0.4079330521,0.577749645,0.5415588668,0.2567994966,0.303142329,0.0990397421,0.4005336878,0.3848122867,0.0,0.2522321429,0.0904459834,0.6371055495,0.5752302968,0.2092125938,95.348772619,0.3287293966,0.34393608895999994,0.30700555044285716
Qwen2.5-0.5B,0.0314,0.0422,0.0982,0.0288,0.0414,0.0098,0.0998,0.0776,0.153,0.0002,0.103,0.0736,0.0068,0.0106,0.0466,0.0182,0.11,0.0252,0.0236,0.1870800446,0.3388931008,0.3016433728,0.3982066615,0.5381405812,0.5126142641,0.2535213926,0.3622920518,0.1042966286,0.4004564401,0.3933447099,0.0067567568,0.2745535714,0.0901301939,0.6305767138,0.5757420676,0.2022603055,95.348772619,0.3276769916,0.33971445381,0.3104806169857143
Qwen2.5-0.5B,0.0132,0.125,0.1412,0.0364,0.0408,0.029,0.0196,0.0316,0.0898,0.0002,0.0684,0.0548,0.0228,0.011,0.0678,0.0184,0.0506,0.066,0.1134,0.1766070204,0.3237300986,0.3084011673,0.3940197371,0.5481182432,0.5386923307,0.2526919044,0.2957486137,0.0975678138,0.3989263172,0.3805460751,0.0067567568,0.2589285714,0.0924432133,0.6316648531,0.571136131,0.2108368404,95.348772619,0.322753864,0.3334503246399999,0.30747320587142857
Qwen2.5-0.5B,0.0102,0.1172,0.0488,0.0082,0.0732,0.0306,0.0152,0.0234,0.1378,0.0008,0.1624,0.0664,0.0814,0.0254,0.0534,0.0032,0.0354,0.0298,0.0772,0.1835481788,0.3639120546,0.3007218553,0.3845874424,0.5653787804,0.4966933316,0.2504760906,0.3012939002,0.0963762529,0.4031092721,0.3924914676,0.0067567568,0.28125,0.0888144044,0.6381936888,0.5716479017,0.1972470449,95.348772619,0.3248528484,0.33460971589,0.3109144663142857
Qwen2.5-0.5B,0.0038,0.0504,0.1116,0.0204,0.0866,0.027,0.0952,0.0174,0.1344,0.001,0.0904,0.0298,0.0518,0.029,0.0336,0.003,0.1076,0.0442,0.0626,0.1815184944,0.3351023503,0.301182614,0.4094585755,0.53968045,0.508256704,0.2546193372,0.2883548983,0.1019835985,0.3997457345,0.3865187713,0.0067567568,0.2723214286,0.0932409972,0.6414581066,0.5813715455,0.2065797636,95.348772619,0.324008831,0.33199027567,0.31260676708571433
Qwen2.5-0.5B,0.0048,0.063,0.0822,0.0268,0.1716,0.0026,0.0194,0.0718,0.1866,0.0006,0.0466,0.0348,0.0724,0.0104,0.0336,0.007,0.0944,0.041,0.0306,0.1964961029,0.3313115997,0.3013362003,0.3960904902,0.538993618,0.5257203436,0.2562961409,0.3419593346,0.104506904,0.4038135017,0.3873720137,0.0067567568,0.2767857143,0.0900858726,0.6327529924,0.5772773797,0.2029072106,95.348772619,0.3276742456,0.33965242359,0.3105625628714285
Qwen2.5-0.5B,0.0046,0.0512,0.0548,0.008,0.1666,0.009,0.0528,0.055,0.1344,0.0002,0.0618,0.1126,0.0598,0.0048,0.045,0.0188,0.1038,0.0286,0.028,0.2035387744,0.373009856,0.2964214406,0.3836538735,0.5597721108,0.5273118296,0.2579697987,0.3438077634,0.1014929558,0.4025144594,0.3924914676,0.0067567568,0.2745535714,0.0920941828,0.6365614799,0.5777891505,0.2054792352,95.348772619,0.3314834533,0.34494928622,0.3122465491714285
Qwen2.5-0.5B,0.016,0.0996,0.0426,0.0344,0.0654,0.0226,0.0708,0.0128,0.127,0.0004,0.078,0.1024,0.0066,0.008,0.0744,0.0168,0.0922,0.0312,0.0988,0.1938754211,0.386656558,0.3057902012,0.4151015791,0.5837665789,0.5142897105,0.2515341862,0.2902033272,0.0990397421,0.4052851392,0.3899317406,0.0067567568,0.25,0.0860526316,0.6436343852,0.5747185261,0.2003859525,95.348772619,0.3292366139,0.34455424435,0.3073542846857143
Qwen2.5-0.5B,0.0402,0.1244,0.0568,0.0096,0.1656,0.0054,0.0316,0.0792,0.0862,0.0004,0.0482,0.0446,0.0446,0.0152,0.0386,0.0046,0.0558,0.123,0.026,0.1953075786,0.3495072024,0.3048686838,0.3987204557,0.5750461452,0.5158595133,0.2540278943,0.3493530499,0.1015630476,0.4062370072,0.3916382253,0.0,0.2678571429,0.0916204986,0.6311207835,0.5772773797,0.2025429878,95.348772619,0.3301498586,0.3450490578,0.3088652882571428
Qwen2.5-0.5B,0.0238,0.1398,0.0816,0.0338,0.0492,0.0096,0.0178,0.0242,0.1026,0.0,0.0692,0.04,0.0188,0.0212,0.0796,0.0154,0.1694,0.0194,0.0844,0.1789846465,0.3351023503,0.297957303,0.4045717883,0.572676474,0.5159578632,0.2511755453,0.2846580407,0.1032452513,0.3998148235,0.3873720137,0.0,0.2611607143,0.0883379501,0.6343852013,0.5721596725,0.1965075215,95.348772619,0.3225921859,0.33441440861000005,0.3057032962
Qwen2.5-0.5B,0.033,0.1912,0.1258,0.0278,0.0744,0.016,0.0286,0.0198,0.0952,0.0,0.0806,0.0334,0.0262,0.031,0.081,0.0116,0.048,0.027,0.0494,0.1808160331,0.3025018954,0.3016433728,0.4139858635,0.6035266223,0.5187144323,0.2525587248,0.2735674677,0.0984790075,0.4028528916,0.3848122867,0.0,0.2678571429,0.094434903,0.6245919478,0.5706243603,0.2087548537,95.348772619,0.3235130474,0.3348646311,0.3072964992
Qwen2.5-0.5B,0.0144,0.157,0.0356,0.007,0.0488,0.0296,0.0754,0.0112,0.1242,0.0,0.1226,0.0344,0.0234,0.0238,0.0718,0.0112,0.0558,0.0868,0.0674,0.1865450151,0.360121304,0.308861926,0.3964369375,0.5751447592,0.525504997,0.2512237836,0.2624768946,0.0999509357,0.4055829057,0.3890784983,0.0,0.25,0.0905540166,0.6365614799,0.5675537359,0.2024513675,95.348772619,0.3240028563,0.33718494583999997,0.30517129974285717
Qwen2.5-0.5B,0.041,0.1608,0.043,0.0052,0.0492,0.0128,0.1026,0.0372,0.1328,0.0,0.1272,0.038,0.0106,0.0224,0.0526,0.0058,0.045,0.0428,0.0708,0.1754957909,0.3411675512,0.3013362003,0.3892866843,0.5684362738,0.5345031865,0.2499444211,0.3197781885,0.0979883648,0.401372034,0.3941979522,0.0,0.2723214286,0.0874709141,0.6289445049,0.5716479017,0.1871029419,95.348772619,0.3247643729,0.33793086953999996,0.30595509191428577
Qwen2.5-0.5B,0.0244,0.1782,0.0396,0.0104,0.0908,0.0102,0.0862,0.035,0.1136,0.001,0.0332,0.086,0.0102,0.0376,0.0874,0.0088,0.0508,0.0652,0.0316,0.1911030396,0.3593631539,0.3051758562,0.3905173038,0.5801184581,0.5535499623,0.2536178691,0.3105360444,0.0995303848,0.4030429338,0.3771331058,0.0,0.2700892857,0.0876897507,0.6267682263,0.5772773797,0.1914633202,95.348772619,0.3280574161,0.3446555006,0.3043458669142857
Qwen2.5-0.5B,0.0062,0.0532,0.0976,0.0072,0.0898,0.0228,0.0156,0.0346,0.0664,0.0002,0.2196,0.0404,0.0684,0.0202,0.0344,0.0132,0.06,0.0602,0.09,0.178916716,0.3290371494,0.3051758562,0.379476268,0.5416379098,0.507033304,0.2532330117,0.314232902,0.102964884,0.4009498235,0.3873720137,0.0067567568,0.2723214286,0.0929695291,0.6349292709,0.5726714432,0.2098715432,95.348772619,0.3229146947,0.33126578246,0.31098456935714286
Qwen2.5-0.5B,0.017,0.0402,0.1104,0.0184,0.0296,0.0186,0.114,0.0188,0.0576,0.0,0.0448,0.0894,0.0484,0.0256,0.1626,0.0224,0.0996,0.03,0.0528,0.176466846,0.3358605004,0.3025648902,0.4094625997,0.5565479507,0.5261799478,0.2533106124,0.2957486137,0.1024742413,0.4024070308,0.3916382253,0.0067567568,0.2790178571,0.0893351801,0.6365614799,0.5696008188,0.2014262407,95.348772619,0.3256093995,0.33610232329999995,0.3106195083857143
Qwen2.5-0.5B,0.026,0.0548,0.0416,0.0282,0.084,0.0034,0.0296,0.032,0.0568,0.0,0.119,0.0234,0.0632,0.0066,0.0334,0.0048,0.1546,0.0988,0.1398,0.1821807814,0.3502653525,0.304407925,0.4097045404,0.5656480875,0.5422940817,0.2558420721,0.3086876155,0.1019135067,0.4049222813,0.3796928328,0.0067567568,0.2745535714,0.0820941828,0.6289445049,0.5762538383,0.1763344448,95.348772619,0.3264997868,0.34258662441,0.30351859025714284
Qwen2.5-0.5B,0.0404,0.1248,0.0478,0.0104,0.0986,0.0296,0.0478,0.011,0.1474,0.0012,0.0748,0.0274,0.034,0.016,0.0776,0.0214,0.0662,0.0684,0.0554,0.1874572668,0.3661865049,0.2981108893,0.4058548879,0.5674252171,0.5395022981,0.2533137584,0.2791127542,0.1003013948,0.4023456937,0.3907849829,0.0,0.2723214286,0.0896260388,0.6458106638,0.5731832139,0.1948203716,95.348772619,0.3274210215,0.33996106652,0.30950667137142857
Qwen2.5-0.5B,0.0362,0.0358,0.0834,0.0088,0.0374,0.0138,0.05,0.0326,0.148,0.0006,0.0962,0.0984,0.0486,0.0058,0.0188,0.004,0.0492,0.0922,0.1404,0.1794255935,0.3608794541,0.2961142682,0.4014905282,0.5796562797,0.5109689827,0.2525891359,0.3179297597,0.101422864,0.4039350298,0.3813993174,0.0067567568,0.25,0.0928310249,0.646898803,0.5690890481,0.2039166509,95.348772619,0.3267825586,0.34044118958,0.30727022872857146
Qwen2.5-0.5B,0.028,0.038,0.1808,0.0122,0.0994,0.0174,0.0318,0.0566,0.1116,0.0002,0.0646,0.0354,0.0084,0.018,0.1264,0.0066,0.0556,0.0852,0.0236,0.189030515,0.3123578469,0.3010290278,0.3633659704,0.5620665014,0.5122164091,0.2556092701,0.325323475,0.1016331394,0.4001003983,0.3805460751,0.0067567568,0.2477678571,0.0937479224,0.6371055495,0.5696008188,0.2133104147,95.348772619,0.3218569381,0.33227325533999996,0.3069764849142857
Qwen2.5-0.5B,0.0056,0.081,0.0364,0.0098,0.0922,0.0052,0.0576,0.0478,0.23,0.001,0.0528,0.0286,0.0834,0.0272,0.0682,0.0024,0.0798,0.0214,0.0696,0.1865403209,0.3608794541,0.2984180617,0.4013187746,0.5567850135,0.4951439248,0.2510402685,0.3308687616,0.1021237822,0.4029403085,0.3805460751,0.0,0.2834821429,0.0881578947,0.6360174102,0.576765609,0.1971579465,95.348772619,0.3263638676,0.33860586704,0.3088752969142857
Qwen2.5-0.5B,0.0174,0.1572,0.132,0.0074,0.0712,0.0136,0.0306,0.1076,0.0768,0.001,0.1176,0.0316,0.0514,0.0166,0.0198,0.0018,0.044,0.047,0.0556,0.1803968515,0.3169067475,0.298571648,0.3903233023,0.5602995698,0.5163619888,0.2523542366,0.4066543438,0.0988294666,0.3956621157,0.3941979522,0.0,0.2901785714,0.0930886427,0.6322089227,0.5762538383,0.2070115267,95.348772619,0.3299588073,0.34163602705999996,0.31327706485714285
Qwen2.5-0.5B,0.0234,0.095,0.0864,0.0408,0.0498,0.009,0.0182,0.032,0.1324,0.001,0.038,0.0738,0.0152,0.0062,0.0664,0.0036,0.1366,0.1038,0.068,0.1788645475,0.3479909022,0.3070188911,0.4043786074,0.5701570998,0.5121936038,0.251283557,0.3179297597,0.1028947922,0.4090209505,0.3796928328,0.0067567568,0.2790178571,0.0877396122,0.6430903156,0.5721596725,0.2009832787,95.348772619,0.327716061,0.34017327111999995,0.30992004652857147
Qwen2.5-0.5B,0.0102,0.0526,0.0726,0.01,0.0756,0.0056,0.037,0.0358,0.1168,0.0,0.0752,0.1628,0.0486,0.011,0.124,0.0176,0.0408,0.0366,0.0678,0.2037126413,0.3775587566,0.2987252342,0.3943409157,0.5547133622,0.5266007071,0.2564775587,0.3271719039,0.0973575384,0.3989920134,0.388225256,0.0067567568,0.2477678571,0.0930775623,0.6278563656,0.5696008188,0.2065300715,95.348772619,0.3279685482,0.34356506314999996,0.30568781258571426
Qwen2.5-0.5B,0.0042,0.0466,0.066,0.014,0.1396,0.0042,0.0474,0.04,0.1494,0.0004,0.1212,0.0302,0.0286,0.0238,0.0872,0.0166,0.0528,0.0328,0.095,0.1906068522,0.3449583017,0.2999539241,0.3794634162,0.594948796,0.5176006364,0.2569851091,0.3419593346,0.1021237822,0.404957033,0.3848122867,0.0,0.265625,0.0930110803,0.6316648531,0.5757420676,0.2063122263,95.348772619,0.3288661588,0.34335571854999997,0.30816678771428574
Qwen2.5-0.5B,0.0218,0.0622,0.0334,0.0426,0.111,0.0046,0.0318,0.085,0.0616,0.0,0.1388,0.071,0.012,0.025,0.0856,0.0182,0.063,0.0606,0.0716,0.1872592141,0.3813495072,0.3051758562,0.4025295298,0.5566502939,0.5214846978,0.2528198406,0.3548983364,0.1017032312,0.4095217457,0.3916382253,0.0,0.25,0.0843601108,0.6322089227,0.5777891505,0.175269002,95.348772619,0.3285092744,0.34733922529,0.30160934447142856
Qwen2.5-0.5B,0.0402,0.0816,0.044,0.008,0.0616,0.0326,0.067,0.0726,0.0984,0.0,0.069,0.052,0.047,0.0134,0.0496,0.02,0.0898,0.069,0.0848,0.1805010818,0.3434420015,0.3057902012,0.4120730054,0.5569651126,0.5275072422,0.2497011326,0.3678373383,0.101422864,0.4023957092,0.3873720137,0.0067567568,0.2589285714,0.08833241,0.6501632209,0.5747185261,0.1856641445,95.348772619,0.3293865489,0.34476356888,0.3074193776285714
Qwen2.5-0.5B,0.0376,0.2202,0.0822,0.0224,0.1124,0.0316,0.016,0.0396,0.0666,0.0004,0.033,0.0374,0.0458,0.0324,0.0176,0.0016,0.0618,0.0828,0.0588,0.1828336853,0.3411675512,0.2999539241,0.401227662,0.5647155457,0.5378754325,0.252815646,0.3086876155,0.0988294666,0.4054125192,0.3822525597,0.0,0.2633928571,0.0926288089,0.6147986942,0.5752302968,0.2084745257,95.348772619,0.3253115759,0.33935190480999994,0.30525396320000003
Qwen2.5-3B,0.0152,0.0368,0.063,0.021,0.0838,0.0158,0.0418,0.0608,0.1398,0.0,0.0332,0.0254,0.0224,0.0422,0.077,0.0192,0.147,0.1294,0.0266,0.4141888771,0.7369219105,0.5361695592,0.6403764455,0.8645171562,0.8311636072,0.4935759228,0.5859519409,0.1628232985,0.4449026349,0.5460750853,0.0608108108,0.3058035714,0.2150055402,0.8220892274,0.7420675537,0.5132847582,258.87356875,0.5244545823,0.57105913528,0.4578766495714285
Qwen2.5-3B,0.0046,0.092,0.0726,0.018,0.0216,0.0042,0.0286,0.0482,0.0952,0.0012,0.051,0.223,0.0422,0.0232,0.0786,0.0128,0.0688,0.0364,0.0776,0.4124751585,0.7096285064,0.5407771464,0.6253877074,0.8779361072,0.8366102108,0.4982172819,0.5970425139,0.1624728394,0.4265547138,0.5520477816,0.0878378378,0.2767857143,0.2136980609,0.8161044614,0.741555783,0.5219052173,258.87356875,0.5233551201,0.5687102185699999,0.4585621223285714
Qwen2.5-3B,0.0314,0.0568,0.0484,0.0184,0.064,0.0048,0.0234,0.0312,0.1882,0.0006,0.0414,0.1628,0.0262,0.0088,0.0742,0.0192,0.121,0.0562,0.0236,0.4119893351,0.7263078089,0.54185225,0.6297264685,0.8777190113,0.8268274003,0.4977621644,0.5471349353,0.163804584,0.4477902713,0.5469283276,0.0675675676,0.3169642857,0.212401662,0.8199129489,0.735926305,0.5169745539,258.87356875,0.5227994047,0.56709142291,0.4595250929571429
Qwen2.5-3B,0.0126,0.0512,0.0798,0.0194,0.0852,0.0054,0.0184,0.0978,0.0702,0.0006,0.1122,0.0622,0.0572,0.0134,0.0282,0.009,0.0758,0.1338,0.068,0.4135914584,0.720242608,0.532790662,0.6285542513,0.8639006212,0.8307717588,0.4904026846,0.6025878004,0.1660475223,0.4324315676,0.5537542662,0.0810810811,0.3013392857,0.2148975069,0.8193688792,0.735926305,0.522315597,258.87356875,0.5241178739,0.5681320934600002,0.46124041730000004
Qwen2.5-3B,0.006,0.0452,0.0772,0.0332,0.0508,0.0106,0.0154,0.0404,0.1004,0.0002,0.1114,0.1092,0.0314,0.012,0.0914,0.013,0.13,0.0502,0.072,0.4347709946,0.720242608,0.5375518354,0.6257878795,0.8963025195,0.8221413252,0.4926101091,0.5545286506,0.1647157777,0.4371535838,0.545221843,0.0405405405,0.2834821429,0.2161440443,0.8139281828,0.7436028659,0.5210953405,258.87356875,0.5205776614,0.5685805283399998,0.4520021371285714
Qwen2.5-3B,0.0298,0.0726,0.1512,0.0334,0.027,0.0044,0.0632,0.0354,0.0696,0.0,0.0816,0.1368,0.0182,0.0214,0.0164,0.0134,0.0964,0.0598,0.0694,0.4195054101,0.7058377559,0.5429273537,0.6350547191,0.8924510323,0.826485849,0.4956963087,0.5434380776,0.1638746758,0.4247748223,0.5503412969,0.0608108108,0.2745535714,0.2153739612,0.8188248096,0.7446264074,0.525924833,258.87356875,0.5200295115,0.5650046004500001,0.4557793843285714
Qwen2.5-3B,0.0418,0.0684,0.0472,0.0344,0.1378,0.0064,0.027,0.0102,0.1976,0.0002,0.117,0.0482,0.0142,0.0102,0.1042,0.004,0.0746,0.026,0.0306,0.4209900471,0.7232752085,0.5377054216,0.6197071617,0.8777512556,0.8098398996,0.494301594,0.5175600739,0.1633840331,0.4451403186,0.5520477816,0.0675675676,0.2767857143,0.2135290859,0.8128400435,0.7456499488,0.5230859877,258.87356875,0.5177153614,0.5609655013700001,0.45592944705714283
Qwen2.5-3B,0.0484,0.0636,0.0462,0.0058,0.0866,0.0096,0.0502,0.1022,0.132,0.0006,0.1152,0.0434,0.0122,0.0244,0.0518,0.0212,0.039,0.088,0.0596,0.427649296,0.7149355572,0.5361695592,0.6420149957,0.8653288728,0.8288255862,0.4930956376,0.6192236599,0.1652064204,0.4406729432,0.5494880546,0.0608108108,0.2991071429,0.2140277008,0.8226332971,0.7364380757,0.5198808913,270.4666666667,0.5256181471,0.57331225282,0.4574837104571428
Qwen2.5-3B,0.0328,0.099,0.1028,0.0068,0.1606,0.0126,0.0312,0.0322,0.0994,0.0002,0.063,0.1016,0.0102,0.0102,0.0302,0.0052,0.105,0.061,0.0358,0.4156515372,0.7156937074,0.5358623867,0.6410247676,0.8681594023,0.8345910678,0.496635906,0.5637707948,0.1642251349,0.4359078364,0.5503412969,0.0878378378,0.2857142857,0.2125263158,0.8215451578,0.7405322416,0.5199665824,258.87356875,0.5229403682,0.56715225411,0.4597805311428571
Qwen2.5-3B,0.0302,0.0428,0.0664,0.0116,0.0788,0.0118,0.0652,0.0356,0.1114,0.0008,0.091,0.0644,0.0224,0.007,0.1536,0.0134,0.109,0.0234,0.0612,0.4108396705,0.7119029568,0.5352480418,0.6298250282,0.8765249183,0.8314513961,0.4896623322,0.561922366,0.1637344922,0.4409247028,0.5460750853,0.0878378378,0.2790178571,0.2147257618,0.8128400435,0.7436028659,0.5165951584,258.87356875,0.5207488538,0.56520359049,0.45724208711428566
Qwen2.5-3B,0.0128,0.1032,0.0326,0.0116,0.0232,0.0038,0.0556,0.011,0.107,0.0006,0.1296,0.0906,0.035,0.0342,0.0666,0.0076,0.069,0.0434,0.1626,0.4038279393,0.7300985595,0.542466595,0.6219944455,0.8723784475,0.8189420826,0.4956417785,0.4916820702,0.1631737576,0.4483094406,0.5580204778,0.0878378378,0.25,0.2170387812,0.8139281828,0.7451381781,0.5193669181,258.87356875,0.5164614995,0.55885151163,0.45590433939999997
Qwen2.5-3B,0.0094,0.0992,0.1206,0.036,0.0254,0.0192,0.0246,0.046,0.1114,0.0,0.0602,0.0938,0.0628,0.0168,0.049,0.0186,0.0618,0.0518,0.0934,0.3916064395,0.7119029568,0.5415450776,0.6284372371,0.8718988763,0.8344451931,0.4945123742,0.5785582255,0.1627532067,0.4351560348,0.5580204778,0.0608108108,0.2790178571,0.2154210526,0.8150163221,0.7441146366,0.5260055646,258.87356875,0.5205424908,0.56508156216,0.45691524594285715
Qwen2.5-3B,0.0504,0.1696,0.1194,0.0062,0.0336,0.0074,0.0306,0.0282,0.0522,0.0004,0.1114,0.0624,0.0304,0.0438,0.0658,0.0084,0.035,0.0354,0.1096,0.4030074614,0.6990144049,0.5358623867,0.6336714128,0.8910457841,0.8346367444,0.4998951342,0.5563770795,0.1628232985,0.4305868599,0.5580204778,0.0743243243,0.296875,0.2149168975,0.8171926007,0.7420675537,0.5248260272,258.0333333333,0.5220672616,0.56469205664,0.46117469731428573
Qwen2.5-3B,0.0212,0.0464,0.0378,0.0062,0.023,0.0052,0.0232,0.0476,0.2244,0.0002,0.098,0.0164,0.0884,0.0134,0.1002,0.0076,0.0944,0.0482,0.0982,0.3993366597,0.7217589083,0.5509138381,0.6309361437,0.8728982497,0.8216081566,0.4957990772,0.6044362292,0.1641550431,0.4530382299,0.5520477816,0.0675675676,0.3236607143,0.2125706371,0.8133841132,0.7369498465,0.515674979,258.87356875,0.5256903632,0.57148805355,0.4602650913285714
Qwen2.5-3B,0.021,0.1042,0.0894,0.0072,0.056,0.0096,0.0394,0.0496,0.1298,0.0008,0.0496,0.1126,0.024,0.0044,0.0336,0.0072,0.1622,0.0648,0.0352,0.4063629975,0.7028051554,0.5367839042,0.6257948329,0.8742745211,0.820179839,0.4942648909,0.5988909427,0.1648559613,0.4353564901,0.545221843,0.0810810811,0.3080357143,0.2155623269,0.8286180631,0.7476970317,0.5129086546,258.87356875,0.5234526029,0.56595695351,0.4627321021
Qwen2.5-3B,0.0098,0.1056,0.2044,0.0112,0.071,0.0088,0.0952,0.0106,0.1028,0.0008,0.0324,0.0398,0.0728,0.0084,0.057,0.0078,0.0636,0.0658,0.0324,0.4012149765,0.6982562547,0.539241284,0.637449426,0.8810733365,0.8205679581,0.5011472315,0.5120147874,0.1637344922,0.4220723312,0.5503412969,0.0743243243,0.296875,0.2147451524,0.8133841132,0.7466734903,0.5255779841,258.87356875,0.5175702023,0.55767720781,0.4602744801714286
Qwen2.5-3B,0.01,0.2014,0.0376,0.0182,0.0476,0.0116,0.024,0.146,0.1882,0.0006,0.0704,0.016,0.0332,0.0152,0.0162,0.0036,0.0484,0.0574,0.0546,0.4162197101,0.7210007582,0.5433881124,0.631907258,0.8874029438,0.8400607736,0.4935161493,0.606284658,0.1677297259,0.4407597799,0.5614334471,0.0878378378,0.2924107143,0.2151634349,0.8177366703,0.7318321392,0.5223480885,258.87356875,0.5280607177,0.57482698692,0.4612517617285715
Qwen2.5-3B,0.0428,0.0936,0.0784,0.0162,0.088,0.0278,0.0524,0.025,0.134,0.0004,0.1726,0.0188,0.0136,0.0214,0.0166,0.012,0.0636,0.0252,0.0972,0.4150952073,0.7187263078,0.5347872831,0.6320659607,0.8779001665,0.8313617921,0.4957697148,0.5489833641,0.1641550431,0.4445796693,0.5546075085,0.0945945946,0.296875,0.2143102493,0.8248095756,0.741555783,0.5254866022,258.87356875,0.5244508131,0.56634245088,0.4646056161714286
Qwen2.5-3B,0.0382,0.0464,0.0922,0.008,0.0708,0.0074,0.0444,0.0132,0.1836,0.0,0.097,0.0822,0.0266,0.0218,0.0954,0.0062,0.1194,0.0206,0.0262,0.3975102397,0.7225170584,0.5397020427,0.6288771907,0.8697028355,0.8163206951,0.4980673238,0.5249537893,0.1651363286,0.4491276859,0.5529010239,0.0540540541,0.2924107143,0.2140747922,0.8171926007,0.7456499488,0.5212037783,258.87356875,0.5182001236,0.56119151897,0.45678384461428573
Qwen2.5-3B,0.0364,0.037,0.0698,0.0326,0.1096,0.0102,0.0188,0.054,0.0886,0.0008,0.0616,0.1776,0.0138,0.0412,0.0232,0.0056,0.0712,0.1196,0.0284,0.4233491031,0.7164518575,0.5277223161,0.6242220828,0.8598148105,0.8345601437,0.4969232383,0.5878003697,0.1613513703,0.4454858764,0.5563139932,0.0945945946,0.28125,0.2141218837,0.8133841132,0.7384851586,0.5192939025,258.87356875,0.5232426361,0.5677681168400002,0.45963480654285715
Qwen2.5-3B,0.027,0.0426,0.029,0.0066,0.061,0.0108,0.1462,0.0358,0.0762,0.0004,0.1518,0.0586,0.0218,0.0192,0.0754,0.0126,0.131,0.0684,0.0256,0.433764716,0.7573919636,0.5473813546,0.630686844,0.8572031589,0.7935079438,0.4955012584,0.5785582255,0.165767155,0.4593567629,0.5554607509,0.0743243243,0.3080357143,0.2118559557,0.8237214363,0.7369498465,0.5169754018,258.87356875,0.5262613419,0.5719119382700001,0.4610462042571429
